date,time,tf,signal,price,detail,context
2026-07-03,09:31,1분,바닥 반등,152715,"하단터치 09:30 → 복귀 %b 0.16 · RSI 33.4↑(저점 25.6) · 거래량 1.8×","갭 +0.7% · 당일 -5.4% · 저점比 +1.4% · VWAP 아래 -3.5% · 일봉추세 -1.00"
2026-07-03,09:31,3분,바닥 반등,152715,"하단터치 09:30 → 복귀 %b 0.16 · RSI 37.7↑(저점 30.1) · 거래량 1.6×","갭 +0.7% · 당일 -5.4% · 저점比 +1.4% · VWAP 아래 -3.5% · 일봉추세 -1.00"
2026-07-03,09:31,5분,바닥 반등,152715,"하단터치 09:30 → 복귀 %b 0.16 · RSI 35.7↑(저점 27.7) · 거래량 1.5×","갭 +0.7% · 당일 -5.4% · 저점比 +1.4% · VWAP 아래 -3.5% · 일봉추세 -1.00"
2026-07-03,09:36,10분,바닥 반등,155405,"하단터치 09:31 → 복귀 %b 0.59 · RSI 52.9↑(저점 28.6) · 거래량 1.6× · 다이버전스","갭 +0.7% · 당일 -3.7% · 저점比 +4.4% · VWAP 아래 -1.0% · 일봉추세 -1.00"
2026-07-03,09:39,1분,골든크로스(강력),156170,"MA5 155,474 > MA20 154,261 돌파 · 1차(09:31) 후 8분 · +2.26%","갭 +0.7% · 당일 -3.2% · 저점比 +4.9% · VWAP 아래 -0.5% · 일봉추세 -1.00"
2026-07-03,09:39,3분,골든크로스(강력),156170,"MA5 155,474 > MA20 154,261 돌파 · 1차(09:31) 후 8분 · +2.26%","갭 +0.7% · 당일 -3.2% · 저점比 +4.9% · VWAP 아래 -0.5% · 일봉추세 -1.00"
2026-07-03,09:39,5분,골든크로스(강력),156170,"MA5 155,474 > MA20 154,261 돌파 · 1차(09:31) 후 8분 · +2.26%","갭 +0.7% · 당일 -3.2% · 저점比 +4.9% · VWAP 아래 -0.5% · 일봉추세 -1.00"
2026-07-03,09:39,10분,골든크로스(약·모멘텀 부족),156170,"MA5 155,474 > MA20 154,261 돌파 · 1차(09:36) 후 3분 · +0.49% (모멘텀 0.8% 미달 — 횡보성 크로스 주의)","갭 +0.7% · 당일 -3.2% · 저점比 +4.9% · VWAP 아래 -0.5% · 일봉추세 -1.00"
2026-07-03,10:12,1분,고점 경고,157000,"상단워킹 3봉 → 이탈 %b 0.73 · RSI 59.8↓(고점 70.5) · 긴 윗꼬리(매수 소진)",""
2026-07-03,10:12,3분,고점 경고,157000,"상단워킹 3봉 → 이탈 %b 0.73 · RSI 60.1↓(고점 70.9) · 긴 윗꼬리(매수 소진)",""
2026-07-03,10:27,1분,고점 경고,161905,"상단워킹 2봉 → 이탈 %b 0.68 · RSI 61.8↓(고점 70.4) · 긴 윗꼬리(매수 소진)",""
2026-07-03,10:42,1분,고점 경고,164770,"상단워킹 4봉 → 이탈 %b 0.69 · RSI 60.6↓(고점 70.8) · 긴 윗꼬리(매수 소진)",""
2026-07-03,10:42,5분,고점 경고,164770,"상단워킹 4봉 → 이탈 %b 0.69 · RSI 60.6↓(고점 70.8) · 긴 윗꼬리(매수 소진)",""
2026-07-03,10:45,10분,고점 경고,163930,"상단워킹 3봉 → 이탈 %b 0.50 · RSI 54↓(고점 70.9) · 긴 윗꼬리(매수 소진)",""
2026-07-03,10:53,1분,데드크로스(하락 확인),165120,"MA5 164,938 < MA20 165,021 돌파 · 경고(10:42) 후 11분",""
2026-07-03,10:53,3분,데드크로스(하락 확인),165120,"MA5 164,938 < MA20 165,021 돌파 · 경고(10:12) 후 41분",""
2026-07-03,10:53,5분,데드크로스(하락 확인),165120,"MA5 164,938 < MA20 165,021 돌파 · 경고(10:42) 후 11분",""
2026-07-03,10:53,10분,데드크로스(하락 확인),165120,"MA5 164,938 < MA20 165,021 돌파 · 경고(10:45) 후 8분",""
2026-07-03,11:09,1분,고점 경고,168450,"상단워킹 2봉 → 이탈 %b 0.73 · RSI 63.2↓(고점 70) · 긴 윗꼬리(매수 소진)",""
2026-07-03,11:09,3분,고점 경고,168450,"상단워킹 3봉 → 이탈 %b 0.73 · RSI 63.2↓(고점 70.1) · 긴 윗꼬리(매수 소진)",""
2026-07-03,11:10,15분,고점 경고,165600,"상단워킹 2봉 → 이탈 %b 0.25 · RSI 43.8↓(고점 70) · 긴 윗꼬리(매수 소진)",""
2026-07-03,11:12,1분,데드크로스(하락 확인),164825,"MA5 166,754 < MA20 167,188 돌파 · 경고(11:09) 후 3분",""
2026-07-03,11:12,3분,데드크로스(하락 확인),164825,"MA5 166,754 < MA20 167,188 돌파 · 경고(11:09) 후 3분",""
2026-07-03,11:12,15분,데드크로스(하락 확인),164825,"MA5 166,754 < MA20 167,188 돌파 · 경고(11:10) 후 2분",""
2026-07-03,12:45,1분,바닥 반등,166770,"하단터치 12:40 → 복귀 %b 0.20 · RSI 39.8↑(저점 32) · 거래량 1.8×","갭 +0.7% · 당일 +3.3% · 저점比 +12.9% · VWAP 위 +3.9% · 일봉추세 -1.00"
2026-07-03,12:46,1분,반등 지속(직후 양봉),167180,"1차(12:45) 직후 양봉 지속 · 몸통 0.8×",""
2026-07-03,12:51,1분,골든크로스(반등 확인),168640,"MA5 168,352 > MA20 168,207 돌파 · 1차(12:45) 후 6분 · +1.12%","갭 +0.7% · 당일 +4.5% · 저점比 +14.2% · VWAP 위 +5.0% · 일봉추세 -1.00"
2026-07-03,13:55,1분,고점 경고,176800,"상단워킹 4봉 → 이탈 %b 0.74 · RSI 59.7↓(고점 70.4) · 긴 윗꼬리 + 거래량 2.3×",""
2026-07-03,13:55,3분,고점 경고,176800,"상단워킹 4봉 → 이탈 %b 0.74 · RSI 59.7↓(고점 70.4) · 긴 윗꼬리(매수 소진)",""
2026-07-03,13:55,10분,고점 경고,176800,"상단워킹 4봉 → 이탈 %b 0.74 · RSI 59.7↓(고점 70.4) · 긴 윗꼬리(매수 소진)",""
2026-07-03,13:56,5분,고점 경고,176715,"상단워킹 5봉 → 이탈 %b 0.70 · RSI 58.8↓(고점 70.4) · 긴 윗꼬리(매수 소진)",""
