date,time,open,close,low,high,volume
2026-06-29,09:00,331000,331500,330000,335500,1820642
2026-06-29,09:01,331500,327500,327000,331500,351425
2026-06-29,09:02,328000,327000,325500,328000,515716
2026-06-29,09:03,327000,328000,326000,328000,289357
2026-06-29,09:04,327750,327000,326500,328500,210688
2026-06-29,09:05,327000,327250,326000,328000,287070
2026-06-29,09:06,327250,329000,326000,329000,233220
2026-06-29,09:07,328500,328000,327500,329500,199157
2026-06-29,09:08,328000,327000,326500,328500,142076
2026-06-29,09:09,327000,328500,325500,328500,229057
2026-06-29,09:10,328000,329000,327500,329500,170477
2026-06-29,09:11,329000,330500,328500,330500,183065
2026-06-29,09:12,330500,329000,328750,330500,86138
2026-06-29,09:13,329500,327500,327000,329500,72584
2026-06-29,09:14,327500,326000,325500,327500,246842
2026-06-29,09:15,326000,326000,325000,326500,352684
2026-06-29,09:16,326000,325000,325000,326500,128276
2026-06-29,09:17,325500,328000,325000,329000,117898
2026-06-29,09:18,328000,329250,328000,329500,80585
2026-06-29,09:19,329250,326500,326000,329500,73739
2026-06-29,09:20,326500,327000,326000,327500,44555
2026-06-29,09:21,327000,326000,325500,327500,80547
2026-06-29,09:22,326000,324500,324000,326000,161322
2026-06-29,09:23,324000,324500,324000,325500,91261
2026-06-29,09:24,324500,324500,324000,325500,104246
2026-06-29,09:25,324500,324250,324000,325000,113858
2026-06-29,09:26,324250,323500,323000,324500,100605
2026-06-29,09:27,323500,322500,322000,323500,217892
2026-06-29,09:28,322500,321250,321000,323000,194514
2026-06-29,09:29,321000,321000,320500,322500,184241
2026-06-29,09:30,321000,323000,320750,323500,146106
2026-06-29,09:31,323000,321250,321000,323000,93063
2026-06-29,09:32,321250,321250,321000,322000,106721
2026-06-29,09:33,321250,321500,321000,323000,95339
2026-06-29,09:34,321500,321000,320500,321500,99869
2026-06-29,09:35,321000,321000,320000,321250,208288
2026-06-29,09:36,320500,321500,320000,322500,174763
2026-06-29,09:37,322000,321250,321000,322500,123035
2026-06-29,09:38,321500,322500,321000,322500,79317
2026-06-29,09:39,322500,321500,321000,323000,157704
2026-06-29,09:40,321500,323000,321000,323000,95022
2026-06-29,09:41,323000,323750,322500,324000,122839
2026-06-29,09:42,323750,324000,323500,325000,131379
2026-06-29,09:43,324000,324000,323000,324500,149398
2026-06-29,09:44,324000,323750,323000,324000,49977
2026-06-29,09:45,323750,322500,322000,324000,121862
2026-06-29,09:46,322500,322000,321500,322500,52643
2026-06-29,09:47,322000,321500,321000,322000,101355
2026-06-29,09:48,321500,320750,320500,321500,79752
2026-06-29,09:49,320750,321250,320500,321500,106139
2026-06-29,09:50,321250,322000,321000,323000,98618
2026-06-29,09:51,322000,323000,321500,324000,117426
2026-06-29,09:52,323000,324500,323000,324500,109802
2026-06-29,09:53,324500,324500,323500,324500,60781
2026-06-29,09:54,324250,325000,323500,325000,100560
2026-06-29,09:55,325000,325000,324500,325500,93439
2026-06-29,09:56,325000,325000,324500,325500,90436
2026-06-29,09:57,325000,325000,324500,325500,58394
2026-06-29,09:58,325500,326500,325000,326500,126912
2026-06-29,09:59,326500,327000,326250,327500,90589
2026-06-29,10:00,327000,327000,326500,328000,180594
2026-06-29,10:01,327000,327000,326250,327500,112524
2026-06-29,10:02,327000,325500,325000,327000,88091
2026-06-29,10:03,325000,325500,324500,326500,159413
2026-06-29,10:04,325000,324000,324000,326000,91532
2026-06-29,10:05,324000,326000,323500,326000,113250
2026-06-29,10:06,326000,327500,325500,327500,49219
2026-06-29,10:07,327500,326500,326000,327500,161532
2026-06-29,10:08,326000,326500,326000,327000,177239
2026-06-29,10:09,326500,326500,326000,326500,21779
2026-06-29,10:10,326500,326500,325500,327000,110862
2026-06-29,10:11,327000,325500,325000,327000,61888
2026-06-29,10:12,325500,325000,324500,326000,78884
2026-06-29,10:13,325000,323750,323750,325000,52914
2026-06-29,10:14,323500,324250,323500,324500,66321
2026-06-29,10:15,324000,324500,324000,324500,19117
2026-06-29,10:16,324500,324000,324000,325500,84556
2026-06-29,10:17,324000,323500,323000,324500,70118
2026-06-29,10:18,323500,323250,323000,323500,24504
2026-06-29,10:19,323000,323750,323000,324000,70525
2026-06-29,10:20,323750,324500,323000,324500,71085
2026-06-29,10:21,324250,324500,324000,326000,79919
2026-06-29,10:22,324500,324750,324000,325000,29110
2026-06-29,10:23,324500,324000,323500,325000,42257
2026-06-29,10:24,324000,323750,323500,324000,19310
2026-06-29,10:25,323500,323750,323500,324000,14751
2026-06-29,10:26,323500,324000,323500,324000,16162
2026-06-29,10:27,324000,323250,323000,324500,113847
2026-06-29,10:28,323250,323500,323000,323500,14159
2026-06-29,10:29,323500,322750,322500,323500,52818
2026-06-29,10:30,322750,323000,322000,323000,139452
2026-06-29,10:31,323000,323000,322500,323500,86066
2026-06-29,10:32,322500,324000,322500,324500,116393
2026-06-29,10:33,324000,324000,323500,324500,47313
2026-06-29,10:34,324000,323250,323000,324000,31883
2026-06-29,10:35,323250,323750,323000,324000,69724
2026-06-29,10:36,324000,325000,323500,325000,67059
2026-06-29,10:37,325000,324500,324000,326000,101268
