date,time,open,close,low,high,volume
2026-07-03,09:00,2197000,2222000,2197000,2227000,251119
2026-07-03,09:01,2222000,2205000,2205000,2223000,56105
2026-07-03,09:02,2208000,2187000,2187000,2220000,58529
2026-07-03,09:03,2188000,2213000,2187000,2213000,45220
2026-07-03,09:04,2213000,2210000,2208000,2222000,58189
2026-07-03,09:05,2209000,2200000,2198000,2214000,40662
2026-07-03,09:06,2200000,2232000,2198000,2237000,41068
2026-07-03,09:07,2232000,2222000,2219000,2236000,46164
2026-07-03,09:08,2222000,2209000,2203000,2227000,42677
2026-07-03,09:09,2209000,2177000,2176000,2215000,62145
2026-07-03,09:10,2177000,2196000,2175000,2196000,30857
2026-07-03,09:11,2196000,2209000,2190000,2210000,30507
2026-07-03,09:12,2209000,2200000,2194000,2210000,22920
2026-07-03,09:13,2200000,2225000,2199000,2225000,31279
2026-07-03,09:14,2224000,2227000,2220000,2235000,43570
2026-07-03,09:15,2226000,2212000,2209000,2229000,35764
2026-07-03,09:16,2210000,2208000,2201000,2219000,22739
2026-07-03,09:17,2209000,2201000,2201000,2225000,22877
2026-07-03,09:18,2201000,2191000,2190000,2208000,35236
2026-07-03,09:19,2192000,2186000,2179000,2195000,35198
2026-07-03,09:20,2186000,2190000,2183000,2196000,18738
2026-07-03,09:21,2190000,2190000,2186000,2204000,19189
2026-07-03,09:22,2190000,2173000,2170000,2195000,32071
2026-07-03,09:23,2174000,2173000,2167000,2179000,29410
2026-07-03,09:24,2173000,2163000,2160000,2176000,30846
2026-07-03,09:25,2163000,2156000,2154000,2170000,39511
2026-07-03,09:26,2156000,2155000,2151000,2161000,33838
2026-07-03,09:27,2155000,2146000,2143000,2163000,43800
2026-07-03,09:28,2146000,2144000,2142000,2155000,26778
2026-07-03,09:29,2144000,2131000,2131000,2144000,44121
2026-07-03,09:30,2131000,2114000,2111000,2137000,54119
2026-07-03,09:31,2115000,2128000,2109000,2130000,57324
2026-07-03,09:32,2128000,2111000,2111000,2131000,24684
2026-07-03,09:33,2112000,2105000,2103000,2114000,40041
2026-07-03,09:34,2105000,2097000,2094000,2107000,56349
2026-07-03,09:35,2095000,2126000,2093000,2126000,59534
2026-07-03,09:36,2125000,2141000,2125000,2142000,40708
2026-07-03,09:37,2141000,2146000,2132000,2146000,30895
2026-07-03,09:38,2146000,2151000,2145000,2162000,38445
2026-07-03,09:39,2151000,2143000,2139000,2154000,29173
2026-07-03,09:40,2143000,2126000,2124000,2143000,18431
2026-07-03,09:41,2127000,2127000,2121000,2134000,20303
2026-07-03,09:42,2127000,2116000,2110000,2128000,26188
2026-07-03,09:43,2116000,2113000,2112000,2120000,24298
2026-07-03,09:44,2112000,2109000,2109000,2122000,24523
2026-07-03,09:45,2108000,2101000,2100000,2113000,28620
2026-07-03,09:46,2101000,2113000,2101000,2119000,30981
2026-07-03,09:47,2114000,2107000,2103000,2121000,22833
2026-07-03,09:48,2107000,2106000,2105000,2118000,23185
2026-07-03,09:49,2107000,2117000,2106000,2120000,25449
2026-07-03,09:50,2117000,2118000,2116000,2125000,23728
2026-07-03,09:51,2118000,2111000,2104000,2119000,19546
2026-07-03,09:52,2112000,2103000,2101000,2112000,19845
2026-07-03,09:53,2102000,2083000,2081000,2109000,72806
2026-07-03,09:54,2084000,2085000,2078000,2093000,36230
2026-07-03,09:55,2085000,2081000,2079000,2092000,25176
2026-07-03,09:56,2081000,2068000,2067000,2081000,52857
2026-07-03,09:57,2067000,2059000,2058000,2075000,45271
2026-07-03,09:58,2058000,2050000,2049000,2062000,55973
